problem_index,problem_pn,component_type,layer,head,component_name,baseline_steering,ablated_steering,steering_change,steering_drop,gt_rate,hinted_rate,valid_rate,restoration_quality,answer_letters
32,408,attn_head,36,15,L36H15,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBCBBBCCB
32,408,attn_head,36,13,L36H13,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCBBCCBBB
32,408,attn_head,42,39,L42H39,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBCBCCBB
32,408,attn_head,42,28,L42H28,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCCBCBBCBB
32,408,attn_head,39,5,L39H5,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBCBBCBC
32,408,attn_head,41,4,L41H4,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBCBBBCBC
32,408,attn_head,38,37,L38H37,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBCBCBBBC
32,408,attn_head,39,8,L39H8,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBBCCBCBB
32,408,attn_head,34,24,L34H24,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBCBCBCB
32,408,attn_head,44,20,L44H20,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBCCBCBBB
32,408,attn_head,38,17,L38H17,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBBCCBCCB
32,408,attn_head,34,37,L34H37,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBCBBCBCC
32,408,attn_head,41,29,L41H29,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CCBCBBCBBB
32,408,attn_head,38,38,L38H38,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBBBBBCCCB
32,408,attn_head,34,30,L34H30,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BCBBCBCBBC
32,408,attn_head,41,19,L41H19,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBCCCBCBB
32,408,attn_head,40,12,L40H12,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBCBBCCCBB
32,408,attn_head,40,10,L40H10,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,BBBBBCCCBC
32,408,attn_head,40,2,L40H2,0.2,0.4,0.2,-0.2,0.6,0.4,1.0,0.19999999999999996,CBCBBBCCBB
32,408,attn_head,47,33,L47H33,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.4,0.3,0.7,0.10000000000000003,C-CCBB-BB-
32,408,attn_head,39,4,L39H4,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.4,0.3,0.7,0.10000000000000003,CBB--CCBB-
32,408,attn_head,47,27,L47H27,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.4,0.3,1.0,0.10000000000000003,BDCBDCBDBC
32,408,attn_head,39,25,L39H25,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.4,0.3,1.0,0.10000000000000003,BDBCBCDCBD
32,408,attn_head,38,32,L38H32,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBCBCC-BB
32,408,attn_head,33,0,L33H0,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CCCBCB-BBB
32,408,attn_head,46,23,L46H23,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BBCDBCBBCC
32,408,attn_head,46,22,L46H22,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCCBBBCCB-
32,408,attn_head,34,13,L34H13,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BBBCBCBCC-
32,408,attn_head,32,32,L32H32,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CCB-BBCCBB
32,408,mlp,44,-1,L44_MLP,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CCBBBCBCBD
32,408,attn_head,32,21,L32H21,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CCBCBBBCDB
32,408,attn_head,33,6,L33H6,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CCCCB-BBBB
32,408,attn_head,33,19,L33H19,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BBCBB-CBCC
32,408,attn_head,33,15,L33H15,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,DBCBBCBCBC
32,408,attn_head,46,7,L46H7,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CCBCBBBCB-
32,408,attn_head,46,15,L46H15,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CBBCBCB-CB
32,408,mlp,47,-1,L47_MLP,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBCB-CCBB
32,408,attn_head,34,19,L34H19,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBC-CBBCB
32,408,attn_head,34,23,L34H23,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CCBCBCBBAB
32,408,attn_head,45,32,L45H32,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CCBCBCBDBB
32,408,attn_head,40,0,L40H0,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BCCBCABBBC
32,408,attn_head,40,22,L40H22,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CBBBB-CCCB
32,408,attn_head,38,25,L38H25,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CBBBB-BCCC
32,408,attn_head,40,19,L40H19,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBCCBBC-B
32,408,attn_head,41,6,L41H6,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CBBBBCCACB
32,408,attn_head,37,35,L37H35,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,B-CBBBBCCC
32,408,attn_head,40,28,L40H28,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,B-CCBBBBCC
32,408,attn_head,40,36,L40H36,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,B-BCCBBBCC
32,408,attn_head,38,24,L38H24,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBC-CBBCB
32,408,attn_head,40,37,L40H37,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CCCBCBBBAB
32,408,attn_head,41,25,L41H25,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BCCBCBCBAB
32,408,attn_head,39,10,L39H10,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BDBCBBCCBC
32,408,attn_head,44,17,L44H17,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CCBCBB-CBB
32,408,attn_head,34,27,L34H27,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BBBCCCC-BB
32,408,attn_head,44,31,L44H31,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CBCBBBCCBD
32,408,attn_head,37,5,L37H5,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CCBBBBC-CB
32,408,attn_head,37,2,L37H2,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CBBBBCACBC
32,408,attn_head,41,38,L41H38,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BBBB-BCCCC
32,408,attn_head,38,4,L38H4,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,DBCBBCCCBB
32,408,attn_head,38,7,L38H7,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CBCCBCB-BB
32,408,attn_head,35,6,L35H6,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BBCBABCCCB
32,408,attn_head,42,5,L42H5,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,-BBCCBBCCB
32,408,attn_head,34,11,L34H11,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BBBC-BCCCB
32,408,attn_head,34,1,L34H1,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CCCBABBBCB
32,408,attn_head,42,10,L42H10,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CBABBCBCBC
32,408,attn_head,42,13,L42H13,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CBBCBCCBBA
32,408,attn_head,36,3,L36H3,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BBABCBCCCB
32,408,attn_head,44,9,L44H9,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,DBBBCCBCCB
32,408,attn_head,42,26,L42H26,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BB-BBCCCBC
32,408,attn_head,42,36,L42H36,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBBBCBC-C
32,408,attn_head,36,23,L36H23,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CCBBCB-CBB
32,408,attn_head,43,11,L43H11,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BBB-BCCBCC
32,408,attn_head,36,28,L36H28,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,ACBCBBBCCB
32,408,attn_head,36,20,L36H20,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CCBBBBACBC
32,408,attn_head,43,19,L43H19,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBCBCBCB-
32,408,attn_head,43,31,L43H31,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BDBCCBCBBC
32,408,attn_head,35,38,L35H38,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,CB-BBBCCBC
32,408,attn_head,35,28,L35H28,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,CBCCBBBDCB
32,408,attn_head,46,31,L46H31,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BCCBCBBCBD
32,408,attn_head,32,4,L32H4,0.2,0.4,0.2,-0.2,0.5,0.4,1.0,0.09999999999999998,BCCBCCBBAB
32,408,attn_head,39,17,L39H17,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCCBBCB-CB
32,408,attn_head,39,29,L39H29,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,-CBCCCBBBB
32,408,attn_head,39,28,L39H28,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,-CBBBBCCCB
32,408,attn_head,47,21,L47H21,0.2,0.4,0.2,-0.2,0.5,0.4,0.9,0.09999999999999998,BCBBCCB-CB
32,408,attn_head,32,36,L32H36,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBBCCCBCCB
32,408,attn_head,47,19,L47H19,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBCBCCCBBC
32,408,attn_head,39,16,L39H16,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,BCCBACDBBC
32,408,attn_head,47,24,L47H24,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,ACCCBCBBB-
32,408,attn_head,39,18,L39H18,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCBCCBCBBC
32,408,attn_head,47,0,L47H0,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CBBBCBCDAC
32,408,attn_head,47,7,L47H7,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCCBBBBCCC
32,408,attn_head,46,28,L46H28,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBCBCCBBCC
32,408,attn_head,33,30,L33H30,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCCBCBCCBB
32,408,attn_head,39,34,L39H34,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCCCBBBBCB
32,408,attn_head,39,31,L39H31,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCBCBBCCCB
32,408,attn_head,39,23,L39H23,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBCCCBCBBB
32,408,attn_head,47,6,L47H6,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCCBBBBCCC
32,408,attn_head,37,30,L37H30,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,BBCBDCDCCB
32,408,attn_head,32,2,L32H2,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBCBCCBBCC
32,408,attn_head,43,14,L43H14,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,CBC-ABCBBC
32,408,attn_head,43,0,L43H0,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,B-BCCBCBAC
32,408,attn_head,47,14,L47H14,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBCCCBBBCB
32,408,attn_head,46,37,L46H37,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBBBCBCBCC
32,408,attn_head,38,18,L38H18,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCCBBBCBBC
32,408,attn_head,34,35,L34H35,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,B-BBCDCBCC
32,408,attn_head,44,25,L44H25,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCBCCBCBBB
32,408,attn_head,37,37,L37H37,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,CBBAC-CBBC
32,408,attn_head,44,39,L44H39,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,BCBCBCCBD-
32,408,attn_head,37,6,L37H6,0.2,0.3,0.09999999999999998,-0.09999999999999998,0.3,0.3,0.8,0.0,CACCBAB--B
32,408,attn_head,37,25,L37H25,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCCCBBBBCB
32,408,attn_head,42,18,L42H18,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,CCABB-CBBC
32,408,attn_head,35,30,L35H30,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCBCBCBBCB
32,408,attn_head,43,27,L43H27,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCBCBBCCBC
32,408,attn_head,43,34,L43H34,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CADBBCBCCB
32,408,attn_head,44,2,L44H2,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCBBBCBCCC
32,408,attn_head,44,1,L44H1,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CBBCBACBDC
32,408,attn_head,44,7,L44H7,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,ADCCBBBCCB
32,408,attn_head,43,20,L43H20,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBBCCBBCBC
32,408,attn_head,43,25,L43H25,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBBCBCCCBC
32,408,attn_head,43,23,L43H23,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCBCBBCCBB
32,408,attn_head,36,35,L36H35,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCBCCBCBBB
32,408,attn_head,36,29,L36H29,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,C-CBBCBCDB
32,408,attn_head,36,21,L36H21,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBBCCCBCCB
32,408,attn_head,36,17,L36H17,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBBCCBBCCB
32,408,attn_head,36,14,L36H14,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBBBBBCCCC
32,408,attn_head,36,12,L36H12,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBCBCCBCCB
32,408,attn_head,36,8,L36H8,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCCCBBCCBB
32,408,attn_head,43,15,L43H15,0.2,0.4,0.2,-0.2,0.4,0.4,0.8,0.0,CBCBC-CBB-
32,408,attn_head,41,24,L41H24,0.2,0.4,0.2,-0.2,0.4,0.4,0.8,0.0,BC-BBCBC-C
32,408,attn_head,41,30,L41H30,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBCBCCBCBC
32,408,attn_head,45,24,L45H24,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBCCCCBBBB
32,408,attn_head,45,30,L45H30,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBCCBCCBCB
32,408,attn_head,39,7,L39H7,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,C-CBCBDBCB
32,408,attn_head,38,28,L38H28,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCCBBBBCCC
32,408,attn_head,40,13,L40H13,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CBCBACCABB
32,408,attn_head,40,3,L40H3,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CBBCBDCCDB
32,408,attn_head,32,9,L32H9,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBCCCBCBBB
32,408,attn_head,33,20,L33H20,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBCBCCCBBB
32,408,attn_head,32,23,L32H23,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,CCBB-CBCDB
32,408,attn_head,32,33,L32H33,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,-DBCBCBCCB
32,408,attn_head,33,17,L33H17,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CCCBDBBCBA
32,408,attn_head,40,30,L40H30,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCBCCBCBBB
32,408,attn_head,34,22,L34H22,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CBCDBCBBDC
32,408,attn_head,34,18,L34H18,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBBCBBCBCC
32,408,attn_head,45,6,L45H6,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CBBBBCCACD
32,408,attn_head,45,16,L45H16,0.2,0.4,0.2,-0.2,0.4,0.4,1.0,0.0,CBCCBDDBCB
32,408,attn_head,33,32,L33H32,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,-CCCBBBBDC
32,408,attn_head,39,2,L39H2,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBCBCBBBCC
32,408,attn_head,41,0,L41H0,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBBCCCBCBC
32,408,attn_head,35,12,L35H12,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBBCCBCCBB
32,408,attn_head,35,7,L35H7,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CCBCCBBBBC
32,408,attn_head,34,36,L34H36,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBBBCCCCCB
32,408,attn_head,35,8,L35H8,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BBBBCCCBCC
32,408,attn_head,44,13,L44H13,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,BCBBBCCBCC
32,408,attn_head,45,13,L45H13,0.2,0.5,0.3,-0.3,0.5,0.5,1.0,0.0,CBBCBCCBCB
32,408,attn_head,45,12,L45H12,0.2,0.4,0.2,-0.2,0.4,0.4,0.9,0.0,CBBBC-CBAC
32,408,attn_head,47,20,L47H20,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CBBCCCB-CB
32,408,attn_head,42,35,L42H35,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,BCBBCDCBCC
32,408,attn_head,47,15,L47H15,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CC-BCBCCBB
32,408,attn_head,32,0,L32H0,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,-CBCBCCCBB
32,408,attn_head,32,24,L32H24,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,BCCBABBCCC
32,408,attn_head,46,11,L46H11,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,BDBCCBCCCB
32,408,attn_head,45,34,L45H34,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,BCCC-BCBBC
32,408,attn_head,38,30,L38H30,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,BBCCCB-CCB
32,408,attn_head,37,33,L37H33,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,BB-CCCBCBC
32,408,attn_head,38,35,L38H35,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,-BBCCCBCCB
32,408,attn_head,35,2,L35H2,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,BCCBBCCBC-
32,408,attn_head,35,13,L35H13,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,-BBCBCCCCB
32,408,attn_head,39,6,L39H6,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CCCBBCB-BC
32,408,attn_head,45,21,L45H21,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CCBCBC-BBC
32,408,attn_head,44,37,L44H37,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CCBC-CBBBC
32,408,attn_head,38,36,L38H36,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,-BBCCCCBBC
32,408,attn_head,41,33,L41H33,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,CCCBCBBBAC
32,408,attn_head,42,17,L42H17,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,-BCCCCBBBC
32,408,attn_head,38,2,L38H2,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,DCCBCBBCCB
32,408,attn_head,35,36,L35H36,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,CBBCCCBCAB
32,408,attn_head,42,3,L42H3,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CCBCB-CCBB
32,408,attn_head,41,32,L41H32,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,CBBCBCBCCA
32,408,attn_head,39,19,L39H19,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CBBBCCCB-C
32,408,mlp,38,-1,L38_MLP,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,BCBCABBCCC
32,408,attn_head,47,1,L47H1,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,BBCCCC-BBC
32,408,attn_head,44,34,L44H34,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,BCCBCC-BBC
32,408,attn_head,44,15,L44H15,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,BCBCC-BCCB
32,408,attn_head,36,4,L36H4,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CC-CBBCCBB
32,408,attn_head,35,26,L35H26,0.2,0.5,0.3,-0.3,0.4,0.5,0.9,-0.09999999999999998,CBBCBCC-BC
32,408,attn_head,36,31,L36H31,0.2,0.5,0.3,-0.3,0.4,0.5,1.0,-0.09999999999999998,BCCBDCBBCC
32,408,attn_head,45,5,L45H5,0.2,0.4,0.2,-0.2,0.3,0.4,0.7,-0.10000000000000003,BCBC--BC-C
32,408,attn_head,45,35,L45H35,0.2,0.4,0.2,-0.2,0.3,0.4,0.7,-0.10000000000000003,BCBCB-CC--
32,408,attn_head,33,26,L33H26,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BCCBBCBCCC
32,408,attn_head,46,30,L46H30,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BBCCCCBBCC
32,408,attn_head,34,0,L34H0,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BCBCCBCCBC
32,408,attn_head,47,12,L47H12,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CBCBCCBCBC
32,408,attn_head,38,11,L38H11,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BCCBCCCBBC
32,408,attn_head,44,27,L44H27,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CBCBBCCCBC
32,408,attn_head,39,11,L39H11,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CCBBCBCCCB
32,408,attn_head,36,0,L36H0,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BCBCBCCCBC
32,408,attn_head,35,34,L35H34,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CCCBBCBBCC
32,408,attn_head,43,21,L43H21,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BCCBCBCCBC
32,408,attn_head,43,17,L43H17,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CBBCBCBCCC
32,408,attn_head,43,18,L43H18,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CBCCBCCCBB
32,408,attn_head,40,21,L40H21,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BCBCBCBCCC
32,408,attn_head,37,32,L37H32,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CBBCCCBBCC
32,408,attn_head,46,1,L46H1,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CCBCCBCBCB
32,408,attn_head,45,9,L45H9,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,BCCBCCBCCB
32,408,attn_head,33,36,L33H36,0.2,0.6,0.39999999999999997,-0.39999999999999997,0.4,0.6,1.0,-0.19999999999999996,CCCCBBBCBC
32,408,attn_head,35,19,L35H19,0.2,0.5,0.3,-0.3,0.3,0.5,0.8,-0.2,-CBCBC-BCC
32,408,attn_head,42,27,L42H27,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,CCBC-BCBCA
32,408,attn_head,43,3,L43H3,0.2,0.5,0.3,-0.3,0.3,0.5,0.8,-0.2,BBCCBC-C-C
32,408,attn_head,34,21,L34H21,0.2,0.5,0.3,-0.3,0.3,0.5,0.9,-0.2,BCACBCB-CC
